a3_code,scientific_name,species_family,species_order
SOA,Austroglossus spp.,Soleidae,PLEURONECTIFORMES
SOB,Salmothymus obtusirostris,Salmonidae,SALMONIFORMES
SOC,Oncorhynchus nerka,Salmonidae,SALMONIFORMES
SOD,Sisor rabdophorus,Sisoridae,SILURIFORMES
SOE,Austroglossus pectoralis,Soleidae,PLEURONECTIFORMES
SOF,Scorpaenodes africanus,Scorpaenidae,SCORPAENIFORMES
SOG,Somileptes gongota,Cobitidae,CYPRINIFORMES
SOH,Stenotomus caprinus,Sparidae,PERCOIDEI
SOI,Solenidae,Solenidae,BIVALVIA
SOJ,Solenocera crassicornis,Solenoceridae,NATANTIA
SOK,Solenocera agassizii,Solenoceridae,NATANTIA
SOL,Solea solea,Soleidae,PLEURONECTIFORMES
SOM,Silurus glanis,Siluridae,SILURIFORMES
SON,Somniosus pacificus,Squalidae,SQUALIFORMES
SOO,Solea spp.,Soleidae,PLEURONECTIFORMES
SOP,Penaeus notialis,Penaeidae,NATANTIA
SOQ,Scorpaena sonorae,Scorpaenidae,SCORPAENIFORMES
SOR,Somniosus rostratus,Squalidae,SQUALIFORMES
SOS,Solea lascaris,Soleidae,PLEURONECTIFORMES
SOT,Psettodes belcheri,Psettodidae,PLEURONECTIFORMES
SOU,Selachophidium guentheri,Ophidiidae,OPHIDIIFORMES
SOV,Scorpaenodes parvipinnis,Scorpaenidae,SCORPAENIFORMES
SOW,Austroglossus microlepis,Soleidae,PLEURONECTIFORMES
SOX,Soleidae,Soleidae,PLEURONECTIFORMES
SOY,Liza haematocheilus,Mugilidae,MUGILIFORMES
SOZ,Solenoceridae,Solenoceridae,NATANTIA
SPA,Ephippidae,Ephippidae,ACANTHUROIDEI
SPC,Spicara smaris,Centracanthidae,PERCOIDEI
SPD,Spratelloides delicatulus,Clupeidae,CLUPEIFORMES
SPE,Sphyrna media,Sphyrnidae,CARCHARHINIFORMES
SPF,Tetrapturus pfluegeri,Istiophoridae,SCOMBROIDEI
SPG,Sebastes pinniger,Scorpaenidae,SCORPAENIFORMES
SPH,Archosargus probatocephalus,Sparidae,PERCOIDEI
SPI,Siganus spp.,Siganidae,ACANTHUROIDEI
SPJ,Sphyrna tiburo,Sphyrnidae,CARCHARHINIFORMES
SPK,Sphyrna mokarran,Sphyrnidae,CARCHARHINIFORMES
SPL,Sphyrna lewini,Sphyrnidae,CARCHARHINIFORMES
SPN,Sphyrna spp.,Sphyrnidae,CARCHARHINIFORMES
SPO,Spongiidae,Spongiidae,DEMOSPONGIAE
SPP,Phocaena dioptrica,Phocoenidae,ODONTOCETI
SPQ,Sphyrna tudes,Sphyrnidae,CARCHARHINIFORMES
SPR,Sprattus sprattus,Clupeidae,CLUPEIFORMES
SPS,Drepane punctata,Drepaneidae,PERCOIDEI
SPT,Leiostomus xanthurus,Sciaenidae,PERCOIDEI
SPU,Dicentrarchus punctatus,Moronidae,PERCOIDEI
SPV,Sphyrna couardi,Sphyrnidae,CARCHARHINIFORMES
SPW,Physeter macrocephalus,Physeteridae,ODONTOCETI
SPX,Salpidae,Salpidae,THALIACEA
SPY,Sphyrnidae,Sphyrnidae,CARCHARHINIFORMES
SPZ,Sphyrna zygaena,Sphyrnidae,CARCHARHINIFORMES
SQA,Illex argentinus,Ommastrephidae,CEPHALOPODA
SQB,Squalidus biwae,Cyprinidae,CYPRINIFORMES
SQC,Loligo spp.,Loliginidae,CEPHALOPODA
SQD,Solen cylindraceus,Solenidae,BIVALVIA
SQE,Todarodes sagittatus,Ommastrephidae,CEPHALOPODA
SQF,Loligo forbesi,Loliginidae,CEPHALOPODA
SQG,Todarodes angolensis,Ommastrephidae,CEPHALOPODA
SQH,Solenocera melantho,Solenoceridae,NATANTIA
SQI,Illex illecebrosus,Ommastrephidae,CEPHALOPODA
SQJ,Todarodes pacificus,Ommastrephidae,CEPHALOPODA
SQK,Squaliobarbus curriculus,Cyprinidae,CYPRINIFORMES
SQL,Loligo pealeii,Loliginidae,CEPHALOPODA
SQM,Illex coindetii,Ommastrephidae,CEPHALOPODA
SQO,Loligo opalescens,Loliginidae,CEPHALOPODA
SQP,Loligo gahi,Loliginidae,CEPHALOPODA
SQR,Loligo vulgaris,Loliginidae,CEPHALOPODA
SQS,Martialia hyadesi,Ommastrephidae,CEPHALOPODA
SQT,Lolliguncula spp.,Loliginidae,CEPHALOPODA
SQU,Loliginidae, Ommastrephidae,,CEPHALOPODA
SQV,Solen strictus,Solenidae,BIVALVIA
SQW,Stauropathes arctica,Schizopathidae,ANTHOZOA
SQY,Squillidae,Squillidae,STOMATOPODA
SQZ,Loliginidae,Loliginidae,CEPHALOPODA
SRA,Prionotus spp.,Triglidae,SCORPAENIFORMES
SRB,Spratellomorpha bianalis,Clupeidae,CLUPEIFORMES
SRC,Sectoria atriceps,Balitoridae,CYPRINIFORMES
SRD,Serrasalmus brandti,Characidae,CHARACIFORMES
SRE,Scardinius erythrophthalmus,Cyprinidae,CYPRINIFORMES
SRF,Sarritor frenatus,Agonidae,SCORPAENIFORMES
SRG,Diplodus spp.,Sparidae,PERCOIDEI
SRH,Spratelloides gracilis,Clupeidae,CLUPEIFORMES
SRI,Siganus rivulatus,Siganidae,ACANTHUROIDEI
SRJ,Serranus hepatus,Serranidae,PERCOIDEI
SRK,Serranus scriba,Serranidae,PERCOIDEI
SRL,Sierrathrissa leonensis,Clupeidae,CLUPEIFORMES
SRM,Serrasalmus rhombeus,Characidae,CHARACIFORMES
SRN,Argyripnus atlanticus,Sternoptychidae,STOMIIFORMES
SRO,Silurus asotus,Siluridae,SILURIFORMES
SRP,Sardinops neopilchardus,Clupeidae,CLUPEIFORMES
SRQ,Sorsogona prionota,Platycephalidae,SCORPAENIFORMES
SRR,Raja georgiana,Rajidae,RAJIFORMES
SRS,Ommatophoca rossii,Phocidae,PINNIPEDIA
SRT,Schismatorhynchos heterorhynchos,Cyprinidae,CYPRINIFORMES
SRU,Serrasalmus elongatus,Characidae,CHARACIFORMES
SRV,Sternarchella curvioperculata,Apteronotidae,GYMNOTIFORMES
SRW,Hyperoodon planifrons,Ziphiidae,ODONTOCETI
SRX,Rajiformes,,RAJIFORMES
SRY,Satyrichthys adeni,Peristediidae,SCORPAENIFORMES
SRZ,Semele radiata,Semelidae,BIVALVIA
SSA,Menidia menidia,Atherinidae,ATHERINIFORMES
SSB,Lithognathus mormyrus,Sparidae,PERCOIDEI
SSC,Pecten fumatus,Pectinidae,BIVALVIA
SSD,Spisula spp.,Mactridae,BIVALVIA
SSE,Pyura chilensis,Pyuridae,ASCIDIACEA
SSF,Arctocephalus tropicalis,Otariidae,PINNIPEDIA
SSG,Microcosmus sulcatus,Pyuridae,ASCIDIACEA
SSH,Plesiopenaeus edwardsianus,Aristaeidae,NATANTIA
SSI,Chaenocephalus aceratus,Channichthyidae,PERCOIDEI
SSJ,Syngnathus schmidti,Syngnathidae,SYNGNATHIFORMES
SSK,Synaphobranchus kaupii,Synaphobranchidae,ANGUILLIFORMES
SSL,Eumetopias jubatus,Otariidae,PINNIPEDIA
SSM,Scomberomorus maculatus,Scombridae,SCOMBROIDEI
SSN,Sphyrna corona,Sphyrnidae,CARCHARHINIFORMES
SSO,Pseudocyttus maculatus,Oreosomatidae,ZEIFORMES
SSP,Tetrapturus angustirostris,Istiophoridae,SCOMBROIDEI
SSQ,Scymnodon squamulosus,Squalidae,SQUALIFORMES
SSR,Pyura stolonifera,Pyuridae,ASCIDIACEA
SSS,Serrasalmus spilopleura,Characidae,CHARACIFORMES
SST,Phoca largha,Phocidae,PINNIPEDIA
SSU,Semaprochilodus taeniurus,Curimatidae,CHARACIFORMES
SSV,Satyrichthys investigatoris,Peristediidae,SCORPAENIFORMES
SSW,Scorpaena angolensis,Scorpaenidae,SCORPAENIFORMES
SSX,Ascidiacea,,ASCIDIACEA
SSZ,Sciades herzbergii,Ariidae,SILURIFORMES
STA,Oreochromis andersonii,Cichlidae,PERCOIDEI
STB,Morone saxatilis,Moronidae,PERCOIDEI
STC,Menippe mercenaria,Xanthidae,BRACHYURA
STD,Steatogenys duidae,Hypopomidae,GYMNOTIFORMES
STF,Asteroidea,,ASTEROIDEA
STG,Cynoscion regalis,Sciaenidae,PERCOIDEI
STH,Asterias rubens,Asteriidae,ASTEROIDEA
STI,Dasyatis spp.,Dasyatidae,RAJIFORMES
STJ,Spondyliosoma emarginatum,Sparidae,PERCOIDEI
STK,Stipecampus cristatus,Syngnathidae,SYNGNATHIFORMES
STL,Encrasicholina punctifer,Engraulidae,CLUPEIFORMES
STM,Anostomus anostomus,Anostomidae,CHARACIFORMES
STO,Stolephorus spp.,Engraulidae,CLUPEIFORMES
STP,Sander spp.,Percidae,PERCOIDEI
STQ,Syngnathus typhle,Syngnathidae,SYNGNATHIFORMES
STS,Scomberomorus lineolatus,Scombridae,SCOMBROIDEI
STT,Dasyatidae,Dasyatidae,RAJIFORMES
STU,Acipenseridae,Acipenseridae,ACIPENSERIFORMES
STV,Sander vitreus,Percidae,PERCOIDEI
STW,Lithognathus spp.,Sparidae,PERCOIDEI
STX,Syngnathus tenuirostris,Syngnathidae,SYNGNATHIFORMES
STY,Stygichthys typhlops,Characidae,CHARACIFORMES
STZ,Kathetostoma giganteum,Uranoscopidae,TRACHINOIDEI
SUA,Squatina aculeata,Squatinidae,SQUALIFORMES
SUB,Saurogobio dabryi,Cyprinidae,CYPRINIFORMES
SUC,Squatina californica,Squatinidae,SQUALIFORMES
SUD,Squatina dumeril,Squatinidae,SQUALIFORMES
SUE,Squatina tergocellata,Squatinidae,SQUALIFORMES
SUF,Squatina africana,Squatinidae,SQUALIFORMES
SUG,Squatina argentina,Squatinidae,SQUALIFORMES
SUH,Schistura balteata,Balitoridae,CYPRINIFORMES
SUI,Sundoreonectes tiomanensis,Balitoridae,CYPRINIFORMES
SUJ,Squatina japonica,Squatinidae,SQUALIFORMES
SUK,Acanthochaenus lutkeni,Stephanoberycidae,BERYCIFORMES
SUL,Squatina nebulosa,Squatinidae,SQUALIFORMES
SUM,Sauvagella madagascariensis,Clupeidae,CLUPEIFORMES
SUN,Squatina tergocellatoides,Squatinidae,SQUALIFORMES
SUO,Squatina formosa,Squatinidae,SQUALIFORMES
SUP,Spatuloricaria phelpsi,Loricariidae,SILURIFORMES
SUQ,Squalogadus modificatus,Macrouridae,GADIFORMES
SUR,Acanthuridae,Acanthuridae,ACANTHUROIDEI
SUS,Hypomesus pretiosus,Osmeridae,SALMONIFORMES
SUT,Squatina oculata,Squatinidae,SQUALIFORMES
SUU,Squatina australis,Squatinidae,SQUALIFORMES
SUV,Sturisoma festivum,Loricariidae,SILURIFORMES
SUW,Silurus biwaensis,Siluridae,SILURIFORMES
SUX,Sundasalanx malleti,Sundasalangidae,CLUPEIFORMES
SUY,Stauroteuthis syrtensis,Loliginidae,CEPHALOPODA
SUZ,Syngnathus taenionotus,Syngnathidae,SYNGNATHIFORMES
SVA,Solivomer arenidens,Neoscopelidae,MYCTOPHIFORMES
SVB,Sterna bergii,Sternidae,CHARADRIIFORMES
SVC,Hypophthalmichthys molitrix,Cyprinidae,CYPRINIFORMES
SVD,Solen rudis,Solenidae,BIVALVIA
SVE,Chamelea gallina,Veneridae,BIVALVIA
SVF,Salvelinus fontinalis,Salmonidae,SALMONIFORMES
SVG,Setarches guentheri,Scorpaenidae,SCORPAENIFORMES
SVH,Lepturacanthus savala,Trichiuridae,SCOMBROIDEI
SVI,Sterna vittata,Sternidae,CHARADRIIFORMES
SVJ,Sterna fuscata,Sternidae,CHARADRIIFORMES
SVK,Solen kempi,Solenidae,BIVALVIA
SVL,Svetovidovia lucullus,Moridae,GADIFORMES
SVM,Solen malaccensis,Solenidae,BIVALVIA
SVN,Salvelinus neiva,Salmonidae,SALMONIFORMES
SVO,Salvelinus confluentus,Salmonidae,SALMONIFORMES
SVP,Salvelinus profundus,Salmonidae,SALMONIFORMES
SVR,Syngnathus variegatus,Syngnathidae,SYNGNATHIFORMES
SVS,Salvethymus svetovidovi,Salmonidae,SALMONIFORMES
SVT,Sinonovacula constricta,Solecurtidae,BIVALVIA
SVU,Solen roseomaculatus,Solenidae,BIVALVIA
SVV,Scorpaena stephanica,Scorpaenidae,SCORPAENIFORMES
SVW,Symbolophorus veranyi,Myctophidae,MYCTOPHIFORMES
SVX,Stomatopoda,,STOMATOPODA
SVY,Synaphobranchidae,Synaphobranchidae,ANGUILLIFORMES
SVZ,Sterna spp.,Sternidae,CHARADRIIFORMES
SWA,Diplodus sargus,Sparidae,PERCOIDEI
SWB,Phaeophyceae,,PHAEOPHYCEAE
SWC,Satyrichthys welchi,Peristediidae,SCORPAENIFORMES
SWD,Sebastes reedi,Scorpaenidae,SCORPAENIFORMES
SWE,Sawbwa resplendens,Cyprinidae,CYPRINIFORMES
SWF,Cynoscion nebulosus,Sciaenidae,PERCOIDEI
SWG,Chlorophyceae,,CHLOROPHYCEAE
SWH,Paristiopterus labiosus,Pentacerotidae,PERCOIDEI
SWI,Salvelinus willoughbii,Salmonidae,SALMONIFORMES
SWJ,Diplodus noct,Sparidae,PERCOIDEI
SWK,Stomias spp.,Stomiidae,STOMIIFORMES
SWL,Sewellia lineolata,Balitoridae,CYPRINIFORMES
SWM,Portunidae,Portunidae,BRACHYURA
SWN,Schwetzochromis neodon,Cichlidae,PERCOIDEI
SWO,Xiphias gladius,Xiphiidae,SCOMBROIDEI
SWP,Dilsea carnosa,Dumontiaceae,RHODOPHYCEAE
SWQ,Delesseria sanguinea,Delesseriaceae,RHODOPHYCEAE
SWR,Rhodophyceae,,RHODOPHYCEAE
SWS,Chionis alba,Chionididae,CHARADRIIFORMES
SWT,Anodonta cygnea,Unionidae,BIVALVIA
SWU,Cottidae,Cottidae,SCORPAENIFORMES
SWV,Squatina guggenheim,Squatinidae,SQUALIFORMES
SWW,Swiftopecten swiftii,Pectinidae,BIVALVIA
SWX,Algae,,PLANTAE AQUATICAE MISCELLANEA
SWY,Syngnathus spp.,Syngnathidae,SYNGNATHIFORMES
SWZ,Schizothorax yunnanensis,Cyprinidae,CYPRINIFORMES
SXA,Stalix histrio,Opistognathidae,PERCOIDEI
SXB,Pagellus affinis,Sparidae,PERCOIDEI
SXC,Pseudocaranx chilensis,Carangidae,PERCOIDEI
SXD,Sternoptyx diaphana,Sternoptychidae,STOMIIFORMES
SXE,Schedophilus spp.,Centrolophidae,STROMATEOIDEI, ANABANTOIDEI
SXF,Sonorolux fluminis,Sciaenidae,PERCOIDEI
SXG,Salminus hilarii,Characidae,CHARACIFORMES
SXH,Scombrolabrax heterolepis,Scombrolabracidae,OTHER PERCIFORMES
SXI,Saxidomus nuttalli,Veneridae,BIVALVIA
SXJ,Strombus tricornis,Strombidae,GASTROPODA
SXL,Stichaeopsis epallax,Stichaeidae,ZOARCOIDEI
SXM,Scopeloberyx microlepis,Melamphaidae,BERYCIFORMES
SXN,Springeratus xanthosoma,Clinidae,OTHER PERCIFORMES
SXO,Stellerina xyosterna,Agonidae,SCORPAENIFORMES
SXP,Sternoptyx pseudobscura,Sternoptychidae,STOMIIFORMES
SXQ,Arctocephalus spp.,Otariidae,PINNIPEDIA
SXR,Synbranchus marmoratus,Synbranchidae,SYNBRANCHIFORMES
SXS,Solenostomus paradoxus,Solenostomidae,SYNGNATHIFORMES
SXT,Solenocera hextii,Solenoceridae,NATANTIA
SXU,Salminus brasiliensis,Characidae,CHARACIFORMES
SXV,Stolephorus holodon,Engraulidae,CLUPEIFORMES
SXW,Pseudocaranx wrighti,Carangidae,PERCOIDEI
SXX,Otariidae, Phocidae,,PINNIPEDIA
SXY,Strongylura exilis,Belonidae,BELONIFORMES
SXZ,Schizodon spp.,Anostomidae,CHARACIFORMES
SYA,Scyliorhinus boa,Scyliorhinidae,CARCHARHINIFORMES
SYB,Scyliorhinus besnardi,Scyliorhinidae,CARCHARHINIFORMES
SYC,Scyliorhinus canicula,Scyliorhinidae,CARCHARHINIFORMES
SYD,Sphaerophysa dianchiensis,Balitoridae,CYPRINIFORMES
SYE,Scyliorhinus cervigoni,Scyliorhinidae,CARCHARHINIFORMES
SYF,Scyliorhinus retifer,Scyliorhinidae,CARCHARHINIFORMES
SYG,Scyliorhinus garmani,Scyliorhinidae,CARCHARHINIFORMES
SYH,Scyliorhinus haeckelii,Scyliorhinidae,CARCHARHINIFORMES
SYI,Scyliorhinus torrei,Scyliorhinidae,CARCHARHINIFORMES
SYJ,Scopelengys tristis,Neoscopelidae,MYCTOPHIFORMES
SYK,Scyliorhinus tokubee,Scyliorhinidae,CARCHARHINIFORMES
SYL,Synodus lucioceps,Synodontidae,AULOPIFORMES
SYM,Scyliorhinus meadi,Scyliorhinidae,CARCHARHINIFORMES
SYN,Synagrops japonicus,Acropomatidae,PERCOIDEI
SYO,Scymnodon obscurus,Squalidae,SQUALIFORMES
SYP,Scyliorhinus capensis,Scyliorhinidae,CARCHARHINIFORMES
SYQ,Strongylura leiura,Belonidae,BELONIFORMES
SYR,Scymnodon ringens,Squalidae,SQUALIFORMES
SYS,Synagrops spp.,Acropomatidae,PERCOIDEI
SYT,Scyliorhinus stellaris,Scyliorhinidae,CARCHARHINIFORMES
SYU,Scyliorhinus hesperius,Scyliorhinidae,CARCHARHINIFORMES
SYV,Synodus evermanni,Synodontidae,AULOPIFORMES
SYW,Synodus variegatus,Synodontidae,AULOPIFORMES
SYX,Scyliorhinidae,Scyliorhinidae,CARCHARHINIFORMES
SYY,Sternarchorhynchus curvirostris,Apteronotidae,GYMNOTIFORMES
SYZ,Scyliorhinus torazame,Scyliorhinidae,CARCHARHINIFORMES
SZA,Synagrops bellus,Acropomatidae,PERCOIDEI
SZB,Schizocypris brucei,Cyprinidae,CYPRINIFORMES
SZC,Sander canadensis,Percidae,PERCOIDEI
SZD,Schubotzia eduardiana,Cichlidae,PERCOIDEI
SZE,Schizothorax esocinus,Cyprinidae,CYPRINIFORMES
SZF,Schizodon fasciatus,Anostomidae,CHARACIFORMES
SZG,Synchirus gilli,Cottidae,SCORPAENIFORMES
SZH,Sparidentex hasta,Sparidae,PERCOIDEI
SZI,Solea elongata,Soleidae,PLEURONECTIFORMES
SZJ,Squatina occulta,Squatinidae,SQUALIFORMES
SZK,Solenocera spp.,Solenoceridae,NATANTIA
SZL,Sinogastromyzon puliensis,Balitoridae,CYPRINIFORMES
SZM,Salangichthys microdon,Salangidae,SALMONIFORMES
SZN,Chamelea striatula,Veneridae,BIVALVIA
SZO,Schizodon corti,Anostomidae,CHARACIFORMES
SZP,Schizopygopsis pylzovi,Cyprinidae,CYPRINIFORMES
SZQ,Suezichthys arquatus,Labridae,PERCOIDEI
SZR,Schizothorax richardsonii,Cyprinidae,CYPRINIFORMES
SZS,Serpulidae,Serpulidae,POLYCHAETA
SZT,Pogonophryne scotti,Artedidraconidae,PERCOIDEI
SZU,Schizothorax curvifrons,Cyprinidae,CYPRINIFORMES
SZV,Sulidae,Sulidae,PELECANIFORMES
SZW,Strongylura senegalensis,Belonidae,BELONIFORMES
SZX,Saurida spp.,Synodontidae,AULOPIFORMES
SZY,Scyphozoa,,SCYPHOZOA
SZZ,Synagrops microlepis,Acropomatidae,PERCOIDEI
TAA,Thalassoica antarctica,Procellariidae,PROCELLARIIFORMES
TAB,Talismania bifurcata,Alepocephalidae,SALMONIFORMES
TAC,Spicara melanurus,Centracanthidae,PERCOIDEI
TAD,Tangachromis dhanisi,Cichlidae,PERCOIDEI
TAE,Tarletonbeania crenularis,Myctophidae,MYCTOPHIFORMES
TAF,Stegastes fasciolatus,Pomacentridae,PERCOIDEI
TAG,Taenioides anguillaris,Gobiidae,GOBIOIDEI
TAH,Taeniochromis holotaenia,Cichlidae,PERCOIDEI
TAI,Megalops cyprinoides,Megalopidae,ELOPIFORMES
TAJ,Tanganicodus irsacae,Cichlidae,PERCOIDEI
TAK,Nemadactylus macropterus,Cheilodactylidae,PERCOIDEI
TAL,Taractichthys longipinnis,Bramidae,PERCOIDEI
TAM,Tilapia cameronensis,Cichlidae,PERCOIDEI
TAN,Thysanophrys arenicola,Platycephalidae,SCORPAENIFORMES
TAO,Tateurndina ocellicauda,Eleotridae,GOBIOIDEI
TAP,Trachinotus paitensis,Carangidae,PERCOIDEI
TAQ,Thalassina anomala,Thalassinidae,REPTANTIA
TAR,Megalops atlanticus,Megalopidae,ELOPIFORMES
TAS,Taractes asper,Bramidae,PERCOIDEI
TAT,Tatia altae,Auchenipteridae,SILURIFORMES
TAU,Tautoga onitis,Labridae,PERCOIDEI
TAV,Tonna allium,Tonnidae,GASTROPODA
TAW,Thamnaconus spp.,Monacanthidae,TETRAODONTIFORMES
TAX,Thalamita spinimana,Portunidae,BRACHYURA
TAY,Taaningichthys bathyphilus,Myctophidae,MYCTOPHIFORMES
TAZ,Tahuantinsuyoa macantzatza,Cichlidae,PERCOIDEI
TBA,Trachinotus baillonii,Carangidae,PERCOIDEI
TBB,Stromboli beebei,Fissurelidae,GASTROPODA
TBC,Tapes belcheri,Veneridae,BIVALVIA
TBD,Stonogobiops dracula,Gobiidae,GOBIOIDEI
TBE,Terebellum terebellum,Strombidae,GASTROPODA
TBF,Chaetobranchus flavescens,Cichlidae,PERCOIDEI
TBG,Strombus galeatus,Strombidae,GASTROPODA
TBH,Tylosurus choram,Belonidae,BELONIFORMES
TBI,Strombus gracilior,Strombidae,GASTROPODA
TBJ,Strombina fusinoidea,Columbellidae,GASTROPODA
TBK,Typhlobagrus kronei,Pimelodidae,SILURIFORMES
TBL,Astrabe lactisella,Gobiidae,GOBIOIDEI
TBM,Troglocambarus maclanei,Cambaridae,REPTANTIA
TBN,Tosarhombus neocaledonicus,Bothidae,PLEURONECTIFORMES
TBO,Tetrabrachium ocellatum,Tetrabrachiidae,LOPHIIFORMES
TBP,Terebralia palustris,Potamididae,GASTROPODA
TBQ,Strombus granulatus,Strombidae,GASTROPODA
TBR,Ctenolabrus rupestris,Labridae,PERCOIDEI
TBS,Tongaichthys robustus,Gempylidae,SCOMBROIDEI
TBT,Tribolodon taczanowskii,Cyprinidae,CYPRINIFORMES
TBU,Trianectes bucephalus,Tripterygiidae,OTHER PERCIFORMES
TBV,Strombus peruvianus,Strombidae,GASTROPODA
TBW,Stercorarius parasiticus,Stercorariidae,CHARADRIIFORMES
TBX,Terebralia sulcata,Potamididae,GASTROPODA
TBY,Trachypenaeus byrdi,Penaeidae,NATANTIA
TCA,Trichomycterus alternatum,Trichomycteridae,SILURIFORMES
TCB,Tathicarpus butleri,Antennariidae,LOPHIIFORMES
TCC,Cottapistus cottoides,Tetrarogidae,SCORPAENIFORMES
TCD,Taeniacara candidi,Cichlidae,PERCOIDEI
TCE,Richardsonichthys leucogaster,Tetrarogidae,SCORPAENIFORMES
TCF,Trachidermus fasciatus,Cottidae,SCORPAENIFORMES
TCG,Coccotropsis gymnoderma,Tetrarogidae,SCORPAENIFORMES
TCH,Ptychochromis oligacanthus,Cichlidae,PERCOIDEI
TCI,Trachinotus africanus,Carangidae,PERCOIDEI
TCJ,Pterochromis congicus,Cichlidae,PERCOIDEI
TCK,Trachinotus anak,Carangidae,PERCOIDEI
TCL,Protothaca thaca,Veneridae,BIVALVIA
TCM,Triglachromis otostigma,Cichlidae,PERCOIDEI
TCN,Trachinotus cayennensis,Carangidae,PERCOIDEI
TCO,Trachinotus botla,Carangidae,PERCOIDEI
TCP,Trachinotus coppingeri,Carangidae,PERCOIDEI
TCQ,Trachypenaeus gonospinifer,Penaeidae,NATANTIA
TCR,Taractes rubescens,Bramidae,PERCOIDEI
TCS,Catlocarpio siamensis,Cyprinidae,CYPRINIFORMES
TCT,Centropogon australis,Tetrarogidae,SCORPAENIFORMES
TCU,Trachichthys australis,Trachichthyidae,BERYCIFORMES
TCV,Ctenochaetus striatus,Acanthuridae,ACANTHUROIDEI
TCW,Trichiurus spp.,Trichiuridae,SCOMBROIDEI
TCX,Tectonatica filosa,Naticidae,GASTROPODA
TCY,Synodus myops,Synodontidae,AULOPIFORMES
TCZ,Thaumastocheles zaleucus,Thaumastochelidae,REPTANTIA
TDA,Tripterygion delaisi,Tripterygiidae,OTHER PERCIFORMES
TDB,Tridentiger barbatus,Gobiidae,GOBIOIDEI
TDC,Trichodon trichodon,Trichodontidae,TRACHINOIDEI
TDD,Tridacna derasa,Tridacnidae,BIVALVIA
TDE,Tridens melanops,Trichomycteridae,SILURIFORMES
TDF,Batrachoides spp.,Batrachoididae,BATRACHOIDIFORMES
TDG,Tridacna gigas,Tridacnidae,BIVALVIA
TDH,Paratriacanthodes herrei,Triacanthodidae,TETRAODONTIFORMES
TDI,Tetraodon cutcutia,Tetraodontidae,TETRAODONTIFORMES
TDJ,Thamnaconus modestoides,Monacanthidae,TETRAODONTIFORMES
TDK,Tandanus bostocki,Plotosidae,SILURIFORMES
TDL,Tetraodon pustulatus,Tetraodontidae,TETRAODONTIFORMES
TDM,Triacanthodes anomalus,Triacanthodidae,TETRAODONTIFORMES
TDN,Platytaeniodus degeni,Cichlidae,PERCOIDEI
TDO,Tripterodon orbis,Ephippidae,ACANTHUROIDEI
TDP,Tridentopsis pearsoni,Trichomycteridae,SILURIFORMES
TDQ,Todaropsis eblanae,Ommastrephidae,CEPHALOPODA
TDR,Tridensimilis brevis,Trichomycteridae,SILURIFORMES
TDS,Tridacna squamosa,Tridacnidae,BIVALVIA
TDT,Tandanus tandanus,Plotosidae,SILURIFORMES
TDU,Triodon macropterus,Triodontidae,TETRAODONTIFORMES
TDV,Tydemania navigatoris,Triacanthodidae,TETRAODONTIFORMES
TDW,Taratretis derwentensis,Pleuronectidae,PLEURONECTIFORMES
TDX,Trachycardium egmontianum,Cardiidae,BIVALVIA
TDY,Spathodus erythrodon,Cichlidae,PERCOIDEI
TDZ,Trachypenaeus sedili,Penaeidae,NATANTIA
TEA,Tetragonopterus argenteus,Characidae,CHARACIFORMES
TEB,Telmatherina abendanoni,Telmatherinidae,ATHERINIFORMES
TEC,Pterocaesio chrysozona,Caesionidae,PERCOIDEI
TED,Pterocaesio digramma,Caesionidae,PERCOIDEI
TEE,Pteraclis aesticola,Bramidae,PERCOIDEI
TEF,Theragra finnmarchica,Gadidae,GADIFORMES
TEG,Ctenosciaena gracilicirrhus,Sciaenidae,PERCOIDEI
TEH,Terapon theraps,Terapontidae,PERCOIDEI
TEI,Pterocaesio pisang,Caesionidae,PERCOIDEI
TEJ,Stereolepis gigas,Polyprionidae,PERCOIDEI
TEK,Stegastes apicalis,Pomacentridae,PERCOIDEI
TEL,Stereolepis doederleini,Polyprionidae,PERCOIDEI
TEM,Cteniloricaria maculata,Loricariidae,SILURIFORMES
TEN,Ctenopoma petherici,Anabantidae,STROMATEOIDEI, ANABANTOIDEI
TEO,Tetraroge barbata,Tetrarogidae,SCORPAENIFORMES
TEP,Steeneichthys plesiopsus,Plesiopidae,PERCOIDEI
TEQ,Tetrosomus concatenatus,Ostraciidae,TETRAODONTIFORMES
TES,Thermarces cerberus,Zoarcidae,ZOARCOIDEI
TET,Pterocaesio tessellata,Caesionidae,PERCOIDEI
TEU,Terapon puta,Terapontidae,PERCOIDEI
TEV,Stenocionops ovata,Majidae,BRACHYURA
TEW,Pteria sterna,Pteriidae,BIVALVIA
TEX,Tagelus plebeius,Solecurtidae,BIVALVIA
TEY,Tagelus californianus,Solecurtidae,BIVALVIA
TEZ,Paradiplospinus antarcticus,Gempylidae,SCOMBROIDEI
TFA,Typhleotris madagascariensis,Eleotridae,GOBIOIDEI
TFB,Batrachoides surinamensis,Batrachoididae,BATRACHOIDIFORMES
TFC,Trinorfolkia clarkei,Tripterygiidae,OTHER PERCIFORMES
TFD,Batrachoididae,Batrachoididae,BATRACHOIDIFORMES
TFE,Tarphops elegans,Paralichthyidae,PLEURONECTIFORMES
TFF,Triglops forficatus,Cottidae,SCORPAENIFORMES
